"","UID","ALUMINUM","AMMONIA_N","ANC","CALCIUM","CHLORIDE","COLOR","COND","DOC","MAGNESIUM","NITRATE_N","NITRITE_N","NTL","PH","POTASSIUM","PTL","SILICA","SODIUM","SULFATE","TURB","CHLX","CHLL","OXYGEN","TEMPERATURE","DEPTH","CONDUCTIVITY","SECCHI","AREA_HA","ELEVATION","ABUNDANCE","PERIM_KM","INDEX_LAT_DD","INDEX_LON_DD","MMI_BENT_NLA12","MMI_ZOOP_NLA6","AMITOTAL","LitCvrQc3OE","LitRipCvrQc3OE","RDis_IX","RVegQc3OE","MICX","ATRAZINE","METHYLMERCURY","TOTALHG","URBAN","LAKE_ORIGIN"
"208",6414,0.016,0.0033,528.6,4.839,5.399,13,73.9,2.99,1.764,0,0,0.554,7.71,2.321,212,7.28,6.7,2.246,33.78,25.6,17.76,6.425,30.24,2.17142857142857,240,0.225,3907.840954,65.5,1121,102.3632228,34.75448,-90.12229,35.9,47.93,0,0.306289087,0.212165252,0.567441861,0.07718807,0.08289,0.52,0.5,101.16,"Yes","MAN_MADE"
"209",6415,0.006,0.0062,534,9.045,3.632,12,81.5,3.08,1.875,0.019,0,0.439,7.75,1.62,33,1.099,3.766,7.682,6.1,25.76,16.32,6.096,28.8333333333333,0.625,328.8,0.95,12459.03136,82.01,1629,240.2747408,34.417214,-89.796971,30.9,58.18,0.2925,0.38121397,0.715114439,0.257792208,0.822382344,0.14286,0.19,0.35,90.2,"Yes","MAN_MADE"
"210",6416,0.014,0.014,2384,23.31,15.488,24,291,13.13,16.09,0,0,4.738,9.36,2.11,493,1.49,5.287,3.852,82.99,104,187.6,9.42857142857143,20.3571428571429,1.07142857142857,271.142857142857,0.165,300.5586655,380.53,5257,12.37689429,43.3894,-93.5023,22.4,48.33,0.01,0.372211288,0.733603882,0.361904762,1.050715044,0.91211,0.13,1.2,80.32,"No","NATURAL"
"211",6417,0.035,0.033,2743,18.51,0.275,47,263,13.29,25.77,0,0,1.951,9.52,0.983,126,5.95,4.033,18.298,10.47,23.36,22.24,7.425,23.3166666666667,0.275,18.4285714285714,0.45,2.784188967,605.47,2687,0.965291841,45.66679,-97.230988,44.9,66.27,0.905,0.150245536,0.172059373,0.277777778,0.215135689,0.82757,0.08,2.4,55.81,"No","NATURAL"
"212",6421,0.039,0.0096,3004,54.48,16.506,14,383,5.84,10.17,0,0,0.628,8.52,4.674,47,6.447,10.46,27.671,2.85,9.92,9.79,9.842,24.24,1.2,386.6,1.225,4.302133103,289.68,1262,0.931324617,39.34901,-95.04203,60.3,55.97,0.01,0.142906826,0.416444574,0.814864865,0.607917748,0.12207,0,0.86,40.15,"Yes","MAN_MADE"
"213",6422,0,0.045,3451,99.22,4.156,12,1060,8.93,76.29,0.021,0,0.913,8.44,9.736,35,9.862,32.99,444.434,1.24,1.92,1.71,8.16428571428571,16.616875,6.56875,68.1111111111111,4.75,60.57157254,547.67,993,4.951722219,45.710137,-97.472,52.9,36.25,0.077272727,0.40037811,0.547555921,0.501490313,0.723303857,0.16295,0,0.48,72.37,"No","NATURAL"
"214",6424,0.006,0.0079,2286,26.45,14.754,7,257,2.9,14.39,0.022,0,0.53,8.85,1.265,63,14.237,8.785,7.233,3.03,7.656,6.99,12.875,23.975,0.325,272,1.3,2.533847868,332,1225,0.801162281,37.35261,-79.92708,5.5,53.35,0.5875,1.30378866,1.143511671,0.773417722,0.806039951,0.07017,0,0.25,46.03,"Yes","MAN_MADE"
"215",6427,0.046,6e-04,3356,54.24,0.636,8,387,1.44,19.17,0,0,0.098,8.47,0.799,17,5.853,2.541,41.741,0.33,0.60020141,0.54,7.5125,12.7375,2.5625,388,2.4,148.2741262,1258.03,956,7.276624265,47.88011,-112.31184,51.9,17.07,0.2175,1.264242153,1.000471796,0.622611465,0.857282978,0.36651,0,0.22,15.69,"No","MAN_MADE"
"216",6428,0.018,0.013,2388,43.39,3.228,13,247,4.39,5.21,0,0,0.775,8.11,1.957,75,3.817,2.646,7.189,6.58,22.56,20.9,5.11428571428571,19.2857142857143,2.08571428571429,288,1.2,1.880156679,209.23,1505,0.623515695,38.21115,-85.40343,35.2,56.77,0.06,0.352701455,0.371589312,0.588420108,0.347815591,0.06574,0,0.44,49.3,"No","MAN_MADE"
"217",6437,0.008,0.0085,2729,47,27.467,4,427,4.22,12.29,0,0,0.504,8.61,3.839,28,3.436,22.76,43.411,3.24,12.59354839,8.69,8.35714285714286,23.7571428571429,2.14285714285714,416,1.23,101.946167,350.58,4703,7.168895855,39.00175,-95.78036,44,24.57,0.02,0.30625783,0.405533043,0.772195641,0.482544867,0.06752,0.29,0.25,41.03,"Yes","MAN_MADE"
"218",6438,0.009,0.006,261.9,2.16,2.007,18,31.6,1.83,1.148,0.02,0,0.184,7.35,0.986,37,11.368,2.062,0.501,3.01,19,6.32,5.7375,17.525,1.875,75.375,1.53,1.962824918,336.17,964,0.650204279,36.93984,-79.9296,42.2,57.27,0.1875,1.256007524,1.335353735,0.305172414,1.205941365,0.10798,0,1.5,78.28,"Yes","MAN_MADE"
"219",6440,0,0.032,4163,56.93,5.194,1,669,8.62,53.02,0,0,1.105,8.51,8.617,71,15.852,13.81,163.236,3.81,6.376,6.02,9.86666666666667,21.1666666666667,0.333333333333333,1433.66666666667,1.15,4.261921688,547.07,1081,0.849133185,45.68365,-97.445,51.2,64.23,0.125,0.766402941,0.333680271,0.243589744,0.181024219,0.07765,0,0.42,15.74,"No","NATURAL"
"220",6444,0.054,3e-04,107.4,0.764,0.667,9,14.28,1.09,0.332,0.019,0,0.053,7.06,0.47,22,10.555,1.423,1.269,0.25,1.348,1.08,8.2,14.9730769230769,11.9115384615385,14.6538461538462,7.35,183.8848436,380.96,780,12.00407375,35.06335,-82.68426,55.7,73.05,0.025,1.564891656,1.254504216,0,0.920165631,0.08346,0,1.9,161.05,"No","MAN_MADE"
"221",6445,0,0.027,5311,88.22,12.017,6,1259,13.77,100.7,0,0,1.329,8.71,20.35,119,19.999,41.69,464.17,1.2,3.112,4.5,9.9,18.2125,2.575,1255.5,4,18.43116769,532.26,871,1.593375145,45.187477,-97.631754,17.3,5.65,0.07,0.261428391,0.077165561,0.48394834,0,0.1425,0,0.57,58.96,"No","NATURAL"
"222",6446,0,0.016,4967,100.8,11.016,22,1758,17.36,166.4,0,0,2.421,8.6,13.95,147,18.881,80.68,839.037,16.46,31.04,31.52,7.23333333333333,20.7333333333333,1.5,56.9583333333333,0.325,5.524331698,540.08,3272,0.96594626,45.83609,-97.526394,13.9,33.8,0.235,0.440488377,0.130018522,0.883774834,0,1.6732,0,0.81,55.56,"No","NATURAL"
"223",6447,0.054,0.0031,1342,22.58,1.485,17,132,4.03,2.801,0,0,0.606,8.81,0.732,60,0.744,1.681,0.275,4.51,10.11428571,15.98,7.08,17.68,0.58,124.62,0.95,2.616152577,2593.65,957,0.62537375,40.511365,-111.586058,48.4,61.88,0.055,0.062421324,0.717756883,0.782608696,0.995991529,0.08266,0,0.18,36.5,"No","NATURAL"
"224",6449,0,0.0089,2559,91.54,1025.723,8,4200,8.25,89.25,0,0,1.258,8.55,29.73,72,1.885,639.5,489.814,15.73,21.48,13.72,7.95,19.625,0.375,4193,0.375,35.74371595,1299.81,1119,10.20748157,40.6415,-112.30594,49,61.42,0.05,0.268497839,0.9929595,0.906682565,1.34959571,0.10542,0,0.24,30.11,"Yes","MAN_MADE"
"225",6451,0.071,0.5,852.4,12.9,8.67,40,127,2.82,3.042,0.13,0.004,0.96,7.5,1.44,41,6.985,5.394,9.36,9.16,5.79,9.35,2.9625,18.125,1.275,120.875,0.885,18.170257,551.86,970,3.573713778,40.161231,-79.052467,40.6,78.12,0.0725,0.317203855,0.484652976,0.675581395,0.440813362,0,0,0.59,98.55,"No","MAN_MADE"
"226",6456,0.012,0.011,2514,48.1,3.459,14,262,4.14,3.34,0,0,0.65,8.52,2.252,47,4.97,3.348,9.066,4.26,10.576,9.04,8.19333333333333,27.7333333333333,1.82,328.8,0.7,50.27754173,269.91,1260,6.827095521,38.12739,-94.89135,35.3,47.87,0.55,0.681703887,0.665627161,0.310546481,0.630961206,0.04275,0,0.7,29.47,"No","MAN_MADE"
"227",6462,0.055,0.016,1613,27.8,12.149,16,218,7.45,5.071,0.088,0.004,1.068,8.87,6.084,67,1.18,8.159,11.24,6.6,29.4,22.9,3.47272727272727,19.475,5.10769230769231,950,0.765,31.6189063,230.21,1172,3.666828093,39.15304,-91.87328,57.6,52.75,0.05,0.514536741,0.797115001,0.645918367,1.005762928,0.18076,0.61,0.47,41.19,"Yes","MAN_MADE"
"228",6464,0.004,0.014,2746,30.55,7.301,17,284,10.42,16.14,0,0,2.401,8.64,3.071,240,18.383,3.876,6.381,43.78,91.2,101.2,6.97,21.33,0.7,325.166666666667,0.31,41.07701142,372.18,22655,2.860371935,42.83798,-93.69217,20.6,42.73,0,0.218371916,0.53715707,0.364285714,0.79628459,1.06283,0.11,0.46,70.56,"No","NATURAL"
"229",6469,0.035,0.0043,616.6,7.216,3.82,28,77.6,5.18,2.106,0.019,0,0.49,7.62,2.431,66,9.856,3.809,1.995,6.9,24.96,22.4,5.55714285714286,23.3285714285714,1.05714285714286,89.7142857142857,0.7,2.485656632,251.63,1710,0.776448418,36.13031,-79.83673,32.6,42.95,0.1,0.33521667,0.254324682,0.396207959,0.156755224,0.08899,0,0.99,178.77,"Yes","MAN_MADE"
"230",6470,0,0.017,1642,19.41,8.211,15,184.3,7.31,8.472,0,0,0.688,8.24,1.567,28,1.027,3.855,0.179,0.79,3.008,2.51,7.64333333333333,22.1883333333333,1.61666666666667,187.15,3.6,44.76190983,277.13,1207,5.814377676,45.18229,-92.8203,46.2,51.72,0.845,1.453052072,0.886720362,0.15,0.643482123,0,0.07,2.9,158.68,"No","NATURAL"
"231",6471,0.003,0.022,2451,18.93,149.797,29,750,18.31,12.78,0.002,0,4.9,9.85,9.288,524,17.887,104.5,14.414,35.12,122.4,124.8,13.45,23.7,0.375,758.25,0.175,70.19571133,302.17,2653,3.994630926,44.94231,-94.03167,35.6,58.42,0.005,0.083059618,0.123097554,0.317441861,0.151844174,0.54,0.36,1.8,126.98,"No","NATURAL"
"232",6472,0.002,0.026,1912,29.07,63.877,14,407,7.33,10.29,0.003,0,0.679,8.64,2.142,20,0.948,38.45,9.482,1.12,2.688,2.53,6.77181818181818,17.9008181818182,4,442.545454545455,4.8,63.74591101,270.25,1111,3.791391775,45.06984,-93.12294,37.2,66.27,0.51,0.610071664,0.587896092,0.607142857,0.612762927,0,0.13,2.1,141.46,"Yes","NATURAL"
"233",6475,0.012,0.012,7240,42.42,9.869,15,832,10.12,71.81,0,0,2.408,8.78,19.97,274,42.903,33.58,119.382,30.51,41.4,59.6,6.3125,17.3125,2.625,853.375,0.55,34.78201734,568.2,27963,3.283695494,47.61471,-100.83031,34,44.13,0.095,0.576584632,0.413993438,0.924242424,0.410697698,39.946,0,0.63,60.38,"No","NATURAL"
"234",6476,0,0.302,8131,114.7,186.281,25,4420,21.51,283.2,0.108,0,2.715,8.6,83.47,230,48.216,600.4,2094.141,1.66,1.76,2.09,10.29,18.682,2,4444.8,1.75,23.9001928,599.05,611,3.085035592,46.36728,-99.39491,24.8,0.32,0.4275,0.633906318,0.285905143,0.590377588,0.166425575,0.41561,0,0.47,43.34,"No","NATURAL"
"235",6477,0.03,0.006,2117,69.03,16.906,16,558,3.72,10.95,0,0,0.939,8.12,2.903,159,0.034,26.77,151.977,18.3,34.4,17.68,6.88,22.32,0.58,563.6,0.24,17.24188628,1614.29,1533,2.440431656,36.71359,-108.15627,46.7,46.62,0,1.933755401,1.04112363,0.87012987,0.64260118,0.1281,0,0.1,38.8,"Yes","MAN_MADE"
"236",6478,0.002,0.0082,3159,45.66,163.015,3,869,3.01,18.76,0.039,0,0.259,8.54,7.039,65,5.873,98.24,31.241,8.54,2,2.11,6.94875,17.59,3.4,869.9125,0.875,3987.606092,1287.17,997,29.8874241,41.37674,-112.09223,35.9,61.95,0,3.357586673,0.961756884,0.875817535,0,0.0432,0,0.16,43.1,"Yes","MAN_MADE"
"237",6481,0.014,0.007,1644,22,8.272,13,255,3.2,5.324,0.255,0.001,0.588,8.36,2.897,173,23.808,20.79,31.573,24.3,3.84,6.93,7.225,18.05,0.3,283.75,0.42,164.1227226,1202.02,1052,15.10576383,39.4843,-118.7256,41.9,58.47,0.05,0.466979339,0.751893834,0.243589744,0.902318964,0.07961,0,3.3,37.44,"No","MAN_MADE"
"238",6482,0.028,0.079,3247,30.24,11.926,18,366,4.86,6.267,0.136,0,1.061,8.33,9.489,437,26.783,33.62,13.039,58.73,6.528,3.55,6.8,12.3666666666667,0.166666666666667,40.3333333333333,0.19,100.3274322,1678.23,650,7.006504342,41.93239,-119.17619,46,59.53,0.108333333,0.417782017,0.191012822,0,0.098627454,0.10979,0,0.58,43.45,"No","MAN_MADE"
"239",6485,0.005,0.004,2406,47.14,49.296,7,441,3.42,9.566,0,0,0.309,8.52,3.235,16,1.555,30.16,27.663,1.62,3.066666667,0.94,4.19411764705882,18.9,7.05882352941176,448.764705882353,2.75,124.5710013,251.58,1059,11.10236765,39.1652,-94.78123,62.4,33.38,0.1725,0.791144793,0.974218743,0.882352941,1.122928703,0.09865,0,0.42,53.01,"Yes","MAN_MADE"
"240",6500,0.043,0.0018,1901,54.62,10.449,5,391,1.67,8.086,0,0,0.129,8.43,1.895,17,3.357,14.15,87.399,1.64,1.83,0.51,7.52631578947368,16.4578947368421,8.02105263157895,426.473684210526,3.2,86.18705845,1718.89,858,5.097443683,36.8016,-108.10184,48.6,64.03,0,1.669201068,1.507515964,0.680790961,1.469715857,0.11213,0,0.26,40.16,"Yes","MAN_MADE"
"241",6501,0.009,0.0023,1976,33.18,2.36,8,201,3.31,3.514,0.001,0,0.305,8.62,1.675,152,27.383,4.718,3.547,2.18,1.915,2.81,5.25,15.27,3.55,206.9,2.5,15.39520392,2290.19,3396,2.223609264,35.98186,-108.92952,29.1,53.22,0.375,1.240667075,0.973342267,0.936619718,0.914586679,0.08455,0,1.8,25.1,"No","MAN_MADE"
"242",6504,0.019,9e-04,37.9,0.266,1.692,12,9.99,2.72,0.164,0.002,0,0.114,5.6,0.117,11,0.909,0.94,0.306,2.76,3.12,3.14,4.1375,23.225,2.5625,16.5,1.85,59.7174532,71.99,1640,6.997578258,35.05224,-79.20769,72.8,67.37,0.9175,1.135604805,1.235711725,0.286842105,1.291901688,0.0809,0,1,103.06,"Yes","MAN_MADE"
"243",6507,0,0.0096,5133,44.78,92.957,12,1577,6.17,50.27,0.005,0,0.505,8.7,11.27,24,3.506,244.8,429.526,4.21,1.58,1.74,8.03125,21.04375,6.53125,1620.5625,1.2,1521.935083,1146.68,889,95.74501471,35.35147,-103.51453,26.9,4.4,0.011111111,1.535313302,0.873472714,0.925166297,0.465800808,0.11632,0.06,0.13,17.68,"No","MAN_MADE"
"244",6517,0.002,0.0079,3633,53.76,24.109,12,500,4.6,19.42,0,0,0.985,8.3,3.623,200,10.329,21.02,51.474,18.32,65.2,59.12,5.93333333333333,28.68,1.97272727272727,173.9,0.35,30.83716089,86.5,1177,5.081840461,36.59025,-89.2688,24.6,24.07,0,0.535034804,0.616103833,0,0.709450877,0.11698,0.11,0.66,58.82,"Yes","NATURAL"
"245",6518,0.007,0.0037,1095,19.52,0.22,11,129.2,3.34,3.57,0,0,0.261,8.5,0.264,21,2.855,1.588,10.306,2.06,2.272,80.27,7.2375,25.2,1.875,131.625,2.385,12.02754764,113.39,1616,1.782979574,37.47735,-88.32822,68,66.92,0.28,1.065865388,1.631545519,0,1.623032643,0.03055,1.77,1.3,41.96,"No","MAN_MADE"
"246",6524,0.007,0.0019,2981,28.53,90.9,7,674,3.29,9.234,0,0,0.329,8.61,4.797,12,1.088,104.1,50.039,1.59,3.588571429,3.9,8.96666666666667,25.45,1.66666666666667,660.166666666667,2.2,10.80830283,392.44,2538,1.45097512,37.63303,-97.39722,37.9,25.08,0.01,0.091796382,0.225055635,0.876373626,0.318991111,0.08401,0.07,0.22,17.64,"Yes","MAN_MADE"
"247",6525,0.182,0.1,2500,30.6,12.7,214,344,7.33,14,0.13,0,1.09,7.56,6.09,119,10.5,15.9,22.9,68.2,8.68,17.3,6.75166666666667,26.2566666666667,1.025,356.333333333333,0.195,177.657303,255.6,995,13.50645224,35.9992,-96.87766,54.9,47.22,0.335,1.27619237,1.011301144,0.287369737,0.867698314,0.18032,0,0.17,48,"No","MAN_MADE"
"248",6526,0,0.046,4005,56.52,12.753,25,405,10.77,18.45,0.09,0,0.976,8.65,4.464,38,10.029,4.806,5.001,1.72,5.245714286,4.57,4.51428571428571,16.815,5.55,431.171428571429,3.35,45.88686424,357.09,1207,2.926992151,45.52968,-94.53248,34,56.15,1.0675,1.081433192,1.116592769,0.12962963,1.204535396,0,0,1,34.1,"No","NATURAL"
"249",6527,0.002,0.0011,4080,49.66,12.45,10,525,2.78,23.07,0.002,0,0.186,8.65,1.521,21,3.705,35.62,65.409,1.11,1.668,1.24,7.58928571428571,13.9214285714286,13.2678571428571,516.607142857143,4.85,1331.970866,1741,1670,52.84354046,40.18843,-110.4653,31.6,70.57,0.1425,2.032481171,1.462458023,0.314285714,1.263743184,0.06191,0,1.6,28.99,"No","MAN_MADE"
"250",6530,0.003,0.0077,2481,27.36,22.418,17,383,7.01,26.49,0,0,3.05,8.64,2.696,193,14.377,8.782,48.771,27.33,91.9,84.67,5.03857142857143,20.84,3.59,288,0.225,176.3473158,370.08,13415,8.899260575,42.47935,-94.63545,36.2,42.88,0.01,0.433816595,0.204663591,0.901960784,0.129060265,0.75046,0.19,0.51,85.2,"No","NATURAL"
"251",6532,0.003,0.0068,2647,71.16,7.976,17,506,4.86,10.84,0.105,0,0.611,8.44,2.477,214,9.705,24.3,123.735,58.1,3.28,2.76,7.46,18.942,1.18,519.4,0.11,437.4938783,2012.39,858,9.298367,35.66385,-105.23472,18.3,5.03,0,0.030666267,0.017164759,0.936575053,0.008828943,0.09088,0,0.08,32.38,"Yes","MAN_MADE"
"252",6533,0.003,0.003,392.2,7.628,1.211,12,65.6,3.67,1.969,0,0,0.321,7.6,1.103,18,1.376,1.719,10.437,2.83,9.84,7.9,6.93111111111111,22.2555555555556,2.38888888888889,80.2555555555556,1.47,11.90492301,136.72,1539,2.271238496,37.51728,-88.44669,58.9,77.32,0.235,0.679930607,0.453544914,0.345042493,0.267958148,0.15443,0,0.71,62.5,"No","MAN_MADE"
"253",6534,0.003,0.0045,2008,28.39,20.091,8,283,3.96,10.88,0,0,1.041,8.63,3.503,124,6.673,13.37,17.068,9.63,49.6,4.43,8.28,28.4,3.05555555555556,224.4,0.475,41.31889755,16.5,2682,8.245881839,31.70582,-91.37466,50.8,48,0,0.328723801,0.419243855,0.355882353,0.539126535,0.0881,0.6,0.61,58.82,"Yes","NATURAL"
"254",6535,0.015,0.01,149.6,1.9,2.423,29,38.9,8.01,1.241,0.002,0,0.521,6.84,0.981,36,1.847,3.193,5.536,3.42,8.576,16.16,5.125,27.86,0.68,244,0.95,35.49878887,73.51,1320,3.218615636,31.89004,-90.60345,60.1,61.88,0.515,1.019604744,0.835133254,0.42972973,0.535944722,0.11086,0,0.6,168.54,"No","MAN_MADE"
"255",6536,0,0.022,909.4,9.881,2.722,34,101.7,10.3,3.403,0.001,0,1.316,7.73,4.796,129,6.543,4.08,0.708,5.89,34.08,35.04,9.95285714285714,27.68,0.25,362.333333333333,0.55,77.48474551,34.39,953,6.023183304,33.13666,-90.3633,16.6,38.38,0.09,1.558959989,1.044361381,0.736363636,0.296896906,1.46778,0.05,0.66,101.01,"No","NATURAL"
"256",6537,0.017,0.05,993,19.4,8.38,15,157.9,3.35,5.791,0.91,0.01,1.26,8.2,1.952,25,4.413,6.027,18.69,7.01,3.47,6.94,6.48884615384615,13.2846153846154,11.9230769230769,159.384615384615,1.375,3347.381141,239.41,1357,191.6380497,40.359364,-78.134766,65.1,52.22,0.085,0.982198911,0.876180095,0.396969697,0.713750856,0,0.702,0.42,77.59,"No","MAN_MADE"
"257",6538,0,0.36,11278,39.34,11.266,36,1240,25.53,120.5,0.018,0,2.668,8.9,38.39,131,23.847,79.77,184.043,1.67,2.732,11.24,7.4,15.5,1.2,1243,2.9,23.20337924,644.62,5195,2.989814994,47.90385,-101.05875,20.6,28.57,0.3175,0.317745349,0.296008357,0.923076923,0.340648062,1.2389,0,1.4,52.17,"No","NATURAL"
"258",6541,0,0.085,3437,52.09,27.341,9,496,3.57,24.68,0.51,0,0.958,8.58,3.523,191,21.863,14.52,52.653,37.31,6.613333333,9.33,8.77142857142857,20.9,1.04285714285714,5677.42857142857,0.25,1223.533265,426.54,1001,17.85470524,42.6173,-95.18962,19,5.22,0,0.067326462,0.277791166,0.8,0.434474968,0.14854,0.36,0.44,50.96,"Yes","NATURAL"
"259",6542,0.006,0.0055,3572,55.4,1.576,6,516,3.31,26.15,0.002,0,0.216,8.55,2.227,29,9.05,19.07,100.402,1.4,0.637333333,0.67,8.67272727272727,12.9090909090909,4.04545454545455,516.090909090909,3.66,532.2072995,1264,1071,16.38113097,47.5583,-112.4469,38,4.43,0.0725,0.459993998,0.271557688,0.494709134,0.156163132,0.09082,0,1.6,28.69,"No","MAN_MADE"
"260",6543,0,0.029,3523,135,31.754,11,2790,18.75,249.3,0,0,3.031,8.73,31.32,144,0.086,210.6,1510.795,11.79,53.6,41.26,9.36666666666667,21.3,0.366666666666667,3723.66666666667,0.5,20.7698058,485.13,11338,1.745958758,43.57476,-97.058741,22.7,58.88,0.7225,0.556175121,0.203879951,0.661137441,0.066900455,1.422,0.18,0.13,49.69,"No","NATURAL"
"261",6544,0,0.016,5688,60.79,22.787,26,1051,10.89,57.28,0,0,1.921,8.48,16.03,187,7.393,90.56,254.098,12.9,70.76923077,81.33,5.35666666666667,21.6766666666667,0.133333333333333,2587.66666666667,0.275,15.62094014,341.86,2101,3.761421402,42.719723,-96.803076,6.9,50.43,0.425,1.000716708,1.060299227,0.441287879,1.288538961,0.13812,0.57,0.33,49.08,"Yes","NATURAL"
"262",6546,0,0.033,13142,35.72,21.916,56,1328,27.86,161.5,0,0,2.693,8.75,47.5,128,26.636,32.57,138.73,4.27,24.96,23.36,9.162,16.054,1,1317.4,0.86,13.80037712,658.52,3207,1.750153335,48.91442,-100.43278,39.7,46.2,0.165,0.665248047,0.562877827,0.752439024,0.617414289,0.09761,0,0.55,51.72,"No","NATURAL"
"263",6547,0,0.014,2664,26.14,0.888,17,242,8.35,16.47,0,0,0.734,8.42,1.594,46,12.764,2.612,0.047,1.92,25.76,3.18,10.702,13.92,1.92,241,2.5,742.9581336,448.36,1159,13.78730967,46.96861,-95.64514,41.9,65.9,0.3625,0.433269938,0.616225912,0.023809524,0.750925499,0.12,0.08,0.33,20.2,"No","NATURAL"
"264",6548,0,0.033,2404,20.24,21.346,23,302,8.3,23.34,0.005,0,0.791,9.07,3.803,38,7.229,6.568,8.782,1.08,3.424,4.54,8.575,21.285,1.58333333333333,308.55,4,428.302632,322.88,1352,9.177586318,45.00069,-94.33132,27.8,61.58,0.61,1.465756244,1.129315256,0.77704918,1.022274862,0,0.07,0.6,82.9,"No","NATURAL"
"265",6549,0.048,0.025,137.2,2.708,11.793,37,64,5.49,0.805,0.002,0,0.266,7,0.481,27,4.687,8.083,2.993,1.09,3.368,3.34,9.6175,18.575,1.3275,53.25,1.765,34.10740133,185.09,3281,2.681281544,43.36743,-71.24325,49,62.07,0.938888889,1.455875923,1.088143976,0,1.081924091,0.08974,0,2.5,275.45,"No","NATURAL"
"266",6550,0.037,0.1,4050,44.2,165,23,1206,4.18,43.9,0.05,0,1.2,8.34,9.2,48,1.78,140,199,5.36,15.5,8.85,6.74444444444444,29.2333333333333,3.08888888888889,1264.44444444444,0.825,533.1240464,281.09,3629,26.92222259,34.9575,-96.708052,45.1,40.9,0.89,1.858087968,1.411791631,0.438372093,1.161211065,0.11315,0,0.08,15.41,"No","MAN_MADE"
"267",6551,0,0.1,2870,37.7,10,34,309,8.06,9.76,0.05,0,1.65,7.69,4,188,6.08,6.99,10,16.4,50.3,46.8,9.176,30.434,0.566,321.8,0.375,175.5528673,143.05,1897,14.82863643,35.4576,-94.99244,23.6,64,0.7975,1.900066107,2.291276227,0.023809524,1.162534809,0.11069,0,0.13,31.72,"No","NATURAL"
"268",6552,0.001,0.0051,2544,43.35,15.561,18,569,5.07,21.66,0,0,0.431,8.44,2.475,29,1.293,47.27,139.071,0.78,1.095384615,0.66,8.09,16.0885714285714,1.07142857142857,551.671428571429,1.15,14.37453838,1651.38,1013,1.42152145,40.87221,-109.13795,46.4,57.43,0.99,3.971890902,1.660383941,0.436842105,0.68311745,0.09835,0,0.17,15.71,"No","NATURAL"
"269",6553,0.003,0.013,690.4,7.502,3.349,13,90.1,2.43,2.867,0.005,0,0.271,7.9,2.059,61,20.876,5.345,5.366,2.09,11.456,2.16,6.33333333333333,25.0333333333333,1.08333333333333,94.8333333333333,1.655,34.27812829,133.82,4361,4.183526661,37.21421,-78.61779,44.1,55.47,0.6125,1.666263246,1.242530294,0.105555556,0.988087789,0.07471,0,0.22,62.5,"No","MAN_MADE"
"270",6554,0.015,0.0061,278.7,5.531,1.946,14,53.3,1.67,1.342,0.01,0.002,0.128,7.52,0.969,16,4.244,1.674,7.254,3.09,2.232,4.36,5.04375,19.00375,4.375,58.25,1.925,334.3315596,238.52,1436,51.74638056,38.82328,-80.5948,34.5,67.62,0.06,0.57044087,0.745654149,0.27962963,0.861938604,0.09088,0,1.2,73.33,"No","MAN_MADE"
"271",6555,0,0.1,1280,18.8,19.1,22,229,5.61,5.97,0.05,0,0.56,7.44,3.39,5,1.6,14.4,15.4,3.24,4.56,12.2,6.875,26.175,2.5625,240.125,1.23,285.7856406,236.95,1013,23.15549325,35.52486,-96.321983,67,39.93,0.3925,1.392648496,0.997115391,0.388581315,0.767525154,0.12229,0,0.23,45.05,"No","MAN_MADE"
"272",6556,0.071,0.1,476,6.74,4.4,724,94.9,6.11,2.35,0.43,0.001,1.63,6.82,3.02,150,11.5,4.83,6,121,6.41,10.3,6.5875,26.55,2.5625,93.125,0.175,204.276484,201.28,912,14.93936999,35.409582,-95.931997,49.2,29.02,0.2925,1.051398823,0.925251922,0.336842105,0.869980306,0.11213,0,0.34,76.45,"Yes","MAN_MADE"
"273",6558,0.003,0.0353,1410,16.4,44.8,5,390,4.13,9.77,0.521,0,0.731,8,1.95,77.7,12.4,35.8,34.4,2.55,6.7,5.7,8.24285714285714,21.0714285714286,2.92857142857143,385.714285714286,3.28,15.33535344,0,1127,2.569955959,37.91455,-121.60164,26.5,61.03,0.065,0.399590157,0.609115604,0.919354839,0.684152353,0.10545,0,0.4,129.82,"Yes","MAN_MADE"
"274",6559,0.372,0.0112,300,1.3,0.12,25,40,1.59,1.85,0.0203,0,0.0626,7.7,0.15,62.6,3.92,0.46,0.47,5.95,1.4,1.4,10.5071428571429,6.81071428571429,14.5,50.6071428571429,9.605,19.58614266,1658,981,1.855488603,41.226802,-122.3845,66.5,66.43,0.09,1.260393058,1.090695041,0.265384615,1.044834757,0.08699,0,0.76,176.47,"No","NATURAL"
"275",6564,0.013,0.007,2396,40.9,10.892,3,295,4.78,7.204,0.002,0,0.606,8.57,2.812,37,4.073,10.74,17.055,9.17,16.16,14.77,6.58571428571429,26.55,1.44285714285714,252.35,0.6,10.94023339,346.43,1467,2.23440972,38.79325,-95.97984,73.3,53.73,0.095,0.332896277,0.524089559,0.427117385,0.717737684,0.08611,0,0.46,30.47,"No","MAN_MADE"
